symbol_binance,symbol_common,class,name,listing_date,description,exclude,exclude_reason,classification_note
RUNEUSDT,RUNE,Protocol,RUNE,2023-01-01,Governance token of the RUNE on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SKYUSDT,SKY,Protocol,SKY,2025-09-17,Governance token of the SKY on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SNXUSDT,SNX,Protocol,SNX,2023-01-01,Governance token of the SNX on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SOLVUSDT,SOLV,Protocol,SOLV,2025-01-17,Governance token of the SOLV on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SPELLUSDT,SPELL,Protocol,SPELL,2023-01-01,Governance token of the SPELL on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SPKUSDT,SPK,Protocol,SPK,2025-06-17,Governance token of the SPK on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
STGUSDT,STG,Protocol,STG,2022-08-19,Governance token of the STG on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
STOUSDT,STO,Protocol,STO,2025-05-02,Governance token of the STO on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SUNUSDT,SUN,Protocol,SUN,2023-01-01,Governance token of the SUN on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SUSHIUSDT,SUSHI,Protocol,SUSHI,2023-01-01,Governance token of the SUSHI on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SXPUSDT,SXP,Protocol,SXP,2023-01-01,Governance token of the SXP on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SYNUSDT,SYN,Protocol,SYN,2023-02-22,Governance token of the SYN on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
THEUSDT,THE,Protocol,THE,2024-11-27,Governance token of the THE on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
TRBUSDT,TRB,Protocol,TRB,2023-01-01,Governance token of the TRB on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
TREEUSDT,TREE,Protocol,TREE,2025-07-29,Governance token of the TREE on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
TRUUSDT,TRU,Protocol,TRU,2023-01-01,Governance token of the TRU on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
TURTLEUSDT,TURTLE,Protocol,TURTLE,2025-10-22,Governance token of the TURTLE on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
UMAUSDT,UMA,Protocol,UMA,2023-01-01,Governance token of the UMA on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
UNIUSDT,UNI,Protocol,UNI,2023-01-01,Governance token of the UNI on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
USTCUSDT,USTC,Protocol,USTC,2023-01-01,Governance token of the USTC on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
USUALUSDT,USUAL,Protocol,USUAL,2024-12-18,Governance token of the USUAL on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
VELODROMEUSDT,VELODROME,Protocol,VELODROME,2024-12-13,Governance token of the VELODROME on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
WLFIUSDT,WLFI,Protocol,WLFI,2025-09-01,Governance token of the WLFI on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
WOOUSDT,WOO,Protocol,WOO,2023-01-01,Governance token of the WOO on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
XVSUSDT,XVS,Protocol,XVS,2023-01-01,Governance token of the XVS on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
YBUSDT,YB,Protocol,YB,2025-10-15,Governance token of the YB on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
YFIUSDT,YFI,Protocol,YFI,2023-01-01,Governance token of the YFI on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
ZBTUSDT,ZBT,Protocol,ZBT,2025-10-17,Governance token of the ZBT on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
ZRXUSDT,ZRX,Protocol,ZRX,2023-01-01,Governance token of the ZRX on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
